Day	Experiment	Variant	Users	Buy	winner_variant
2021-08-02 03	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	4	0.0	None
2021-08-02 03	 pdp/viewItemPageMigrationReturns	5208	6	0.0	None
2021-08-02 03	 search/back-filters	5059	4	0.0	5059
2021-08-02 03	 search/best-seller-aa-testing-fail-fast-edition	4514	1	0.0	None
2021-08-02 03	 search/best-seller-aa-testing-fail-fast-edition	4515	1	0.0	None
2021-08-02 03	 search/best-seller-fail-fast-edition-MLA	4916	2	0.0	4916
2021-08-02 03	 search/remove-ecn-tag	4954	3	0.0	4954
2021-08-02 03	 search/ungroup-products	3273	1	0.0	3273
2021-08-02 03	 searchbackend/cbt-antiboost	6333	6	0.0	6333
2021-08-02 03	 searchbackend/item-reputation	3824	6	0.0	3824
2021-08-02 03	 searchbackend/recommended-products	6157	1	0.0	None
2021-08-02 03	 searchbackend/recommended-products	6158	2	0.0	None
2021-08-02 03	 searchbackend/seller-reputation-change	4552	1	0.0	4553
2021-08-02 03	 searchbackend/seller-reputation-change	4553	1	0.0	4553
2021-08-02 03	 vip/carousel-v2p-above-the-fold	6786	3	0.0	None
2021-08-02 03	 vip/carousel-v2p-above-the-fold	6787	4	0.0	None
2021-08-02 03	 vip/seller-with-tooltip	4692	8	0.0	4692
2021-08-02 03	 vip/shippingCalculatorMigrationModalExperiment	6551	7	1.0	None
2021-08-02 03	 vip/showV2V3BoxMessages	6430	4	0.0	None
2021-08-02 03	{qadb/sa-on-vip	6696	1	0.0	None
2021-08-02 03	{search/remove-ecn-tag	4954	5	0.0	None
2021-08-02 03	{search/results-target-web-motors	7328	1	0.0	None
2021-08-02 03	{searchbackend/recommended-products	6157	3	0.0	None
2021-08-02 03	{searchbackend/recommended-products	6158	3	0.0	None
2021-08-02 04	 cookiesConsentBanner	DEFAULT	12	0.0	DEFAULT
2021-08-02 04	 filters/sort-by-ranking	6971	3	0.0	None
2021-08-02 04	 filters/sort-by-ranking	6972	5	0.0	None
2021-08-02 04	 filters/sort-by-ranking	7057	3	0.0	None
2021-08-02 04	 frontend/assetsCdnDomainMLA	DEFAULT	9	0.0	DEFAULT
2021-08-02 04	 frontend/assetsCdnDomainMLU	DEFAULT	10	0.0	DEFAULT
2021-08-02 04	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	1	0.0	3809
2021-08-02 04	 mclics/search-list-algorithms	5528	3	0.0	5528
2021-08-02 04	 mclics/search-pads-none-desktop-mla	3478	1	0.0	3478
2021-08-02 04	 mclics/show-pads-global	5176	2	0.0	5176
2021-08-02 04	 mclics/show-pads-search-list	5146	3	0.0	5146
2021-08-02 04	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	2	0.0	None
2021-08-02 04	 search/back-filters	5059	7	0.0	5059
2021-08-02 04	 search/best-seller-aa-testing-fail-fast-edition	4514	3	0.0	None
2021-08-02 04	 search/best-seller-aa-testing-fail-fast-edition	4515	1	0.0	None
2021-08-02 04	 search/best-seller-fail-fast-edition-MLA	4916	2	0.0	4916
2021-08-02 04	 search/remove-ecn-tag	4954	3	0.0	4954
2021-08-02 04	 search/tendency-landing-enabled-MLA	6980	1	0.0	6980
2021-08-02 04	 search/ungroup-products	3273	1	0.0	3273
2021-08-02 04	 searchbackend/cbt-antiboost	6333	4	0.0	6333
2021-08-02 04	 searchbackend/item-reputation	3824	10	0.0	3824
2021-08-02 04	 searchbackend/recommended-products	6157	5	0.0	None
2021-08-02 04	 searchbackend/recommended-products	6158	3	0.0	None
2021-08-02 04	 searchbackend/seller-reputation-change	4552	2	0.0	4553
2021-08-02 04	 searchbackend/seller-reputation-change	4553	10	0.0	4553
2021-08-02 04	 vip/carousel-v2p-above-the-fold	6787	2	0.0	None
2021-08-02 04	 vip/seller-with-tooltip	4692	4	0.0	4692
2021-08-02 04	 vip/shippingCalculatorMigrationModalExperiment	6551	3	0.0	None
2021-08-02 04	 vip/showV2V3BoxMessages	6430	6	0.0	None
2021-08-02 04	{cookiesConsentBanner	DEFAULT	1	0.0	DEFAULT
2021-08-02 04	{search/remove-ecn-tag	4954	8	0.0	None
2021-08-02 04	{search/results-target-web-motors	7327	1	0.0	None
2021-08-02 04	{search/results-target-web-motors	7328	1	0.0	None
2021-08-02 04	{searchbackend/recommended-products	6157	3	0.0	None
2021-08-02 04	{vip/showV2V3BoxMessages	6430	3	0.0	6430
2021-08-02 05	 cookiesConsentBanner	DEFAULT	18	0.0	DEFAULT
2021-08-02 05	 filters/sort-by-ranking	6971	6	0.0	None
2021-08-02 05	 filters/sort-by-ranking	6972	7	0.0	None
2021-08-02 05	 filters/sort-by-ranking	7057	3	0.0	None
2021-08-02 05	 frontend/assetsCdnDomainMLA	DEFAULT	18	1.0	DEFAULT
2021-08-02 05	 frontend/assetsCdnDomainMLU	DEFAULT	18	0.0	DEFAULT
2021-08-02 05	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	10	0.0	3809
2021-08-02 05	 mclics/search-list-algorithms	5528	9	0.0	5528
2021-08-02 05	 mclics/search-pads-none-desktop-mla	3478	11	0.0	3478
2021-08-02 05	 mclics/show-pads-global	5176	5	0.0	5176
2021-08-02 05	 mclics/show-pads-search-list	5146	12	0.0	5146
2021-08-02 05	 pdp/viewItemPageMigrationDesktopHirableSRV	7174	1	0.0	7174
2021-08-02 05	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	1	0.0	None
2021-08-02 05	 pdp/viewItemPageMigrationReturns	5208	4	0.0	None
2021-08-02 05	 search/back-filters	5059	15	0.0	5059
2021-08-02 05	 search/best-seller-aa-testing-fail-fast-edition	4514	7	0.0	None
2021-08-02 05	 search/best-seller-aa-testing-fail-fast-edition	4515	4	0.0	None
2021-08-02 05	 search/best-seller-fail-fast-edition-MLA	4916	11	0.0	4916
2021-08-02 05	 search/enable-map-layout	5929	1	0.0	5929
2021-08-02 05	 search/remove-ecn-tag	4954	11	0.0	4954
2021-08-02 05	 search/ungroup-products	3273	4	0.0	3273
2021-08-02 05	 search/web-layout-default-res	6806	1	0.0	None
2021-08-02 05	 searchbackend/cbt-antiboost	6333	15	0.0	6333
2021-08-02 05	 searchbackend/item-reputation	3824	18	0.0	3824
2021-08-02 05	 searchbackend/recommended-products	6158	9	1.0	None
2021-08-02 05	 searchbackend/seller-reputation-change	4553	18	0.0	4553
2021-08-02 05	 vip/carousel-v2p-above-the-fold	6786	2	0.0	None
2021-08-02 05	 vip/carousel-v2p-above-the-fold	6787	4	0.0	None
2021-08-02 05	 vip/seller-with-tooltip	4692	7	0.0	4692
2021-08-02 05	 vip/shippingCalculatorMigrationModalExperiment	6551	7	1.0	None
2021-08-02 05	 vip/showV2V3BoxMessages	6430	3	0.0	None
2021-08-02 05	{cookiesConsentBanner	DEFAULT	2	0.0	DEFAULT
2021-08-02 05	{pdp/viewItemPageMigrationDesktopRES	5941	1	0.0	5941
2021-08-02 05	{qadb/sa-on-vip	6695	1	0.0	None
2021-08-02 05	{search/remove-ecn-tag	4954	8	0.0	None
2021-08-02 05	{search/results-target-web-motors	7328	2	0.0	None
2021-08-02 05	{searchbackend/recommended-products	6157	7	0.0	None
2021-08-02 05	{searchbackend/recommended-products	6158	6	0.0	None
2021-08-02 05	{vip/showV2V3BoxMessages	6430	2	0.0	6430
2021-08-02 06	 cookiesConsentBanner	DEFAULT	47	2.0	DEFAULT
2021-08-02 06	 filters/sort-by-ranking	6971	20	0.0	None
2021-08-02 06	 filters/sort-by-ranking	6972	14	0.0	None
2021-08-02 06	 filters/sort-by-ranking	7057	16	0.0	None
2021-08-02 06	 frontend/assetsCdnDomainMLA	DEFAULT	33	0.0	DEFAULT
2021-08-02 06	 frontend/assetsCdnDomainMLU	DEFAULT	40	1.0	DEFAULT
2021-08-02 06	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	24	0.0	3809
2021-08-02 06	 mclics/search-list-algorithms	5528	23	0.0	5528
2021-08-02 06	 mclics/search-pads-none-desktop-mla	3478	17	0.0	3478
2021-08-02 06	 mclics/show-pads-global	5175	1	0.0	5176
2021-08-02 06	 mclics/show-pads-global	5176	19	0.0	5176
2021-08-02 06	 mclics/show-pads-search-list	5146	17	0.0	5146
2021-08-02 06	 mshops/HideTransitionModal	6993	1	0.0	None
2021-08-02 06	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	12	0.0	None
2021-08-02 06	 pdp/viewItemPageMigrationReturns	5208	20	1.0	None
2021-08-02 06	 qadb/sa-on-vip	6695	3	1.0	6695
2021-08-02 06	 qadb/sa-on-vip	6696	1	0.0	6695
2021-08-02 06	 search/back-filters	5059	45	1.0	5059
2021-08-02 06	 search/best-seller-aa-testing-fail-fast-edition	4514	15	0.0	None
2021-08-02 06	 search/best-seller-aa-testing-fail-fast-edition	4515	12	0.0	None
2021-08-02 06	 search/best-seller-fail-fast-edition-MLA	4916	16	1.0	4916
2021-08-02 06	 search/checkOnBehavior	348	2	0.0	None
2021-08-02 06	 search/enable-map-layout	5929	3	0.0	5929
2021-08-02 06	 search/remove-ecn-tag	4954	20	2.0	4954
2021-08-02 06	 search/tendency-landing-enabled-MLA	6980	6	0.0	6980
2021-08-02 06	 search/ungroup-products	3273	12	0.0	3273
2021-08-02 06	 search/web-layout-default-res	6806	1	0.0	None
2021-08-02 06	 search/web-layout-default-res	6807	2	0.0	None
2021-08-02 06	 searchbackend/cbt-antiboost	6333	32	2.0	6333
2021-08-02 06	 searchbackend/item-reputation	3824	40	0.0	3824
2021-08-02 06	 searchbackend/official-store-orders-boost	4313	1	0.0	4314
2021-08-02 06	 searchbackend/recommended-products	6157	9	0.0	None
2021-08-02 06	 searchbackend/recommended-products	6158	9	0.0	None
2021-08-02 06	 searchbackend/seller-reputation-change	4552	9	1.0	4553
2021-08-02 06	 searchbackend/seller-reputation-change	4553	31	0.0	4553
2021-08-02 06	 splinter/official-stores	4926	1	0.0	4926
2021-08-02 06	 vip/carousel-v2p-above-the-fold	6786	13	0.0	None
2021-08-02 06	 vip/carousel-v2p-above-the-fold	6787	9	1.0	None
2021-08-02 06	 vip/seller-with-tooltip	4692	27	0.0	4692
2021-08-02 06	 vip/shippingCalculatorMigrationModalExperiment	6551	24	0.0	None
2021-08-02 06	 vip/showV2V3BoxMessages	6430	19	2.0	None
2021-08-02 06	{buyingflow/user-track	6796	1	0.0	6796
2021-08-02 06	{cookiesConsentBanner	DEFAULT	5	0.0	DEFAULT
2021-08-02 06	{pdp/viewItemPageMigrationDesktopRES	5941	2	0.0	5941
2021-08-02 06	{qadb/sa-on-vip	6695	1	0.0	None
2021-08-02 06	{search/remove-ecn-tag	4954	32	3.0	None
2021-08-02 06	{search/results-target-web-motors	7327	1	0.0	None
2021-08-02 06	{search/results-target-web-motors	7328	3	0.0	None
2021-08-02 06	{searchbackend/recommended-products	6157	12	0.0	None
2021-08-02 06	{searchbackend/recommended-products	6158	18	1.0	None
2021-08-02 06	{vip/showV2V3BoxMessages	6430	5	0.0	6430
2021-08-02 07	 buyingflow/address_hub	3574	5	0.0	3574
2021-08-02 07	 buyingflow/escWebMLA	2874	7	0.0	2874
2021-08-02 07	 cookiesConsentBanner	DEFAULT	167	3.0	DEFAULT
2021-08-02 07	 filters/sort-by-ranking	6971	43	0.0	None
2021-08-02 07	 filters/sort-by-ranking	6972	45	0.0	None
2021-08-02 07	 filters/sort-by-ranking	7057	37	0.0	None
2021-08-02 07	 frontend/assetsCdnDomainMLA	DEFAULT	111	1.0	DEFAULT
2021-08-02 07	 frontend/assetsCdnDomainMLU	DEFAULT	118	2.0	DEFAULT
2021-08-02 07	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	42	1.0	3809
2021-08-02 07	 mclics/search-list-algorithms	5528	34	0.0	5528
2021-08-02 07	 mclics/search-pads-none-desktop-mla	3478	49	0.0	3478
2021-08-02 07	 mclics/search-pads-none-desktop-mla	3479	2	0.0	3478
2021-08-02 07	 mclics/show-pads-global	5176	51	0.0	5176
2021-08-02 07	 mclics/show-pads-search-list	5145	2	0.0	5146
2021-08-02 07	 mclics/show-pads-search-list	5146	50	0.0	5146
2021-08-02 07	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	22	0.0	None
2021-08-02 07	 pdp/viewItemPageMigrationReturns	5208	50	3.0	None
2021-08-02 07	 qadb/sa-on-vip	6695	8	2.0	6695
2021-08-02 07	 qadb/sa-on-vip	6696	3	0.0	6695
2021-08-02 07	 search/back-filters	5059	114	3.0	5059
2021-08-02 07	 search/best-seller-aa-testing-fail-fast-edition	4514	23	0.0	None
2021-08-02 07	 search/best-seller-aa-testing-fail-fast-edition	4515	20	0.0	None
2021-08-02 07	 search/best-seller-fail-fast-edition-MLA	4916	51	1.0	4916
2021-08-02 07	 search/enable-map-layout	5929	1	0.0	5929
2021-08-02 07	 search/remove-ecn-tag	4954	57	1.0	4954
2021-08-02 07	 search/tendency-landing-enabled-MLA	6980	9	0.0	6980
2021-08-02 07	 search/ungroup-products	3273	27	0.0	3273
2021-08-02 07	 searchbackend/cbt-antiboost	6333	87	0.0	6333
2021-08-02 07	 searchbackend/item-reputation	3824	104	0.0	3824
2021-08-02 07	 searchbackend/official-store-orders-boost	4313	2	0.0	4314
2021-08-02 07	 searchbackend/recommended-products	6157	21	0.0	None
2021-08-02 07	 searchbackend/recommended-products	6158	39	0.0	None
2021-08-02 07	 searchbackend/seller-reputation-change	4552	28	0.0	4553
2021-08-02 07	 searchbackend/seller-reputation-change	4553	92	0.0	4553
2021-08-02 07	 vip/carousel-v2p-above-the-fold	6786	35	0.0	None
2021-08-02 07	 vip/carousel-v2p-above-the-fold	6787	30	0.0	None
2021-08-02 07	 vip/seller-with-tooltip	4692	71	2.0	4692
2021-08-02 07	 vip/shippingCalculatorMigrationModalExperiment	6551	66	1.0	None
2021-08-02 07	 vip/showV2V3BoxMessages	6430	66	1.0	None
2021-08-02 07	 vip/showV2V3BoxMessages	DEFAULT	1	0.0	None
2021-08-02 07	{buyingflow/user-track	6796	8	0.0	6796
2021-08-02 07	{cookiesConsentBanner	DEFAULT	13	0.0	DEFAULT
2021-08-02 07	{mshops/HideTransitionModal	DEFAULT	1	0.0	None
2021-08-02 07	{pdp/viewItemPageMigrationDesktopRES	5941	2	0.0	5941
2021-08-02 07	{qadb/sa-on-vip	6696	1	0.0	None
2021-08-02 07	{search/remove-ecn-tag	4954	92	0.0	None
2021-08-02 07	{search/results-target-web-motors	7327	5	0.0	None
2021-08-02 07	{search/results-target-web-motors	7328	12	0.0	None
2021-08-02 07	{searchbackend/recommended-products	6157	26	0.0	None
2021-08-02 07	{searchbackend/recommended-products	6158	34	0.0	None
2021-08-02 07	{vip/showV2V3BoxMessages	6430	17	0.0	6430
2021-08-02 08	 buyingflow/address_hub	3574	6	0.0	3574
2021-08-02 08	 buyingflow/escWebMLA	2874	5	0.0	2874
2021-08-02 08	 cookiesConsentBanner	DEFAULT	311	7.0	DEFAULT
2021-08-02 08	 filters/sort-by-ranking	6971	88	0.0	None
2021-08-02 08	 filters/sort-by-ranking	6972	85	6.0	None
2021-08-02 08	 filters/sort-by-ranking	7057	73	1.0	None
2021-08-02 08	 frontend/assetsCdnDomainMLA	DEFAULT	223	1.0	DEFAULT
2021-08-02 08	 frontend/assetsCdnDomainMLU	DEFAULT	231	3.0	DEFAULT
2021-08-02 08	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	102	2.0	3809
2021-08-02 08	 mclics/search-list-algorithms	5528	91	1.0	5528
2021-08-02 08	 mclics/search-pads-none-desktop-mla	3478	95	1.0	3478
2021-08-02 08	 mclics/search-pads-none-desktop-mla	3479	2	0.0	3478
2021-08-02 08	 mclics/show-pads-global	5176	101	1.0	5176
2021-08-02 08	 mclics/show-pads-search-list	5145	2	0.0	5146
2021-08-02 08	 mclics/show-pads-search-list	5146	102	2.0	5146
2021-08-02 08	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	46	0.0	None
2021-08-02 08	 pdp/viewItemPageMigrationReturns	5208	103	0.0	None
2021-08-02 08	 qadb/sa-on-vip	6695	5	0.0	6695
2021-08-02 08	 qadb/sa-on-vip	6696	6	0.0	6695
2021-08-02 08	 search/back-filters	5059	226	0.0	5059
2021-08-02 08	 search/best-seller-aa-testing-fail-fast-edition	4514	65	1.0	None
2021-08-02 08	 search/best-seller-aa-testing-fail-fast-edition	4515	54	1.0	None
2021-08-02 08	 search/best-seller-fail-fast-edition-MLA	4916	118	1.0	4916
2021-08-02 08	 search/checkOnBehavior	348	1	0.0	None
2021-08-02 08	 search/enable-map-layout	5929	11	0.0	5929
2021-08-02 08	 search/remove-ecn-tag	4954	109	0.0	4954
2021-08-02 08	 search/tendency-landing-enabled-MLA	6980	21	1.0	6980
2021-08-02 08	 search/ungroup-products	3273	62	0.0	3273
2021-08-02 08	 search/web-layout-default-res	6806	2	0.0	None
2021-08-02 08	 search/web-layout-default-res	6807	8	0.0	None
2021-08-02 08	 searchbackend/cbt-antiboost	6333	173	1.0	6333
2021-08-02 08	 searchbackend/item-reputation	3824	226	5.0	3824
2021-08-02 08	 searchbackend/official-store-orders-boost	4313	3	0.0	4314
2021-08-02 08	 searchbackend/official-store-orders-boost	4314	3	1.0	4314
2021-08-02 08	 searchbackend/recommended-products	6157	60	1.0	None
2021-08-02 08	 searchbackend/recommended-products	6158	72	0.0	None
2021-08-02 08	 searchbackend/seller-reputation-change	4552	48	0.0	4553
2021-08-02 08	 searchbackend/seller-reputation-change	4553	195	5.0	4553
2021-08-02 08	 vip/carousel-v2p-above-the-fold	6786	64	2.0	None
2021-08-02 08	 vip/carousel-v2p-above-the-fold	6787	54	0.0	None
2021-08-02 08	 vip/seller-with-tooltip	4692	144	2.0	4692
2021-08-02 08	 vip/shippingCalculatorMigrationModalExperiment	6551	125	1.0	None
2021-08-02 08	 vip/showV2V3BoxMessages	6430	108	3.0	None
2021-08-02 08	{buyingflow/user-track	6796	13	1.0	6796
2021-08-02 08	{cookiesConsentBanner	DEFAULT	17	0.0	DEFAULT
2021-08-02 08	{pdp/viewItemPageMigrationDesktopRES	5941	6	0.0	5941
2021-08-02 08	{qadb/sa-on-vip	6695	1	0.0	None
2021-08-02 08	{qadb/sa-on-vip	6696	5	0.0	None
2021-08-02 08	{search/remove-ecn-tag	4954	173	5.0	None
2021-08-02 08	{search/results-target-web-motors	7327	11	0.0	None
2021-08-02 08	{search/results-target-web-motors	7328	14	0.0	None
2021-08-02 08	{searchbackend/recommended-products	6157	63	2.0	None
2021-08-02 08	{searchbackend/recommended-products	6158	80	0.0	None
2021-08-02 08	{vip/showV2V3BoxMessages	6430	48	0.0	6430
2021-08-02 09	 buyingflow/address_hub	3574	13	2.0	3574
2021-08-02 09	 buyingflow/escWebMLA	2874	7	0.0	2874
2021-08-02 09	 cookiesConsentBanner	DEFAULT	410	5.0	DEFAULT
2021-08-02 09	 filters/sort-by-ranking	6971	116	1.0	None
2021-08-02 09	 filters/sort-by-ranking	6972	115	0.0	None
2021-08-02 09	 filters/sort-by-ranking	7057	128	0.0	None
2021-08-02 09	 frontend/assetsCdnDomainMLA	DEFAULT	269	5.0	DEFAULT
2021-08-02 09	 frontend/assetsCdnDomainMLU	DEFAULT	278	6.0	DEFAULT
2021-08-02 09	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	133	1.0	3809
2021-08-02 09	 mclics/search-list-algorithms	5528	126	2.0	5528
2021-08-02 09	 mclics/search-pads-none-desktop-mla	3478	128	1.0	3478
2021-08-02 09	 mclics/search-pads-none-desktop-mla	3479	3	0.0	3478
2021-08-02 09	 mclics/show-pads-global	5175	2	0.0	5176
2021-08-02 09	 mclics/show-pads-global	5176	126	0.0	5176
2021-08-02 09	 mclics/show-pads-search-list	5145	3	0.0	5146
2021-08-02 09	 mclics/show-pads-search-list	5146	117	1.0	5146
2021-08-02 09	 pdp/cpgShowOnlyAddToCart	6690	1	1.0	6690
2021-08-02 09	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	74	0.0	None
2021-08-02 09	 pdp/viewItemPageMigrationReturns	5208	136	3.0	None
2021-08-02 09	 qadb/sa-on-vip	6695	11	0.0	6695
2021-08-02 09	 qadb/sa-on-vip	6696	4	0.0	6695
2021-08-02 09	 search/back-filters	5059	295	6.0	5059
2021-08-02 09	 search/best-seller-aa-testing-fail-fast-edition	4514	68	0.0	None
2021-08-02 09	 search/best-seller-aa-testing-fail-fast-edition	4515	92	0.0	None
2021-08-02 09	 search/best-seller-fail-fast-edition-MLA	4916	137	1.0	4916
2021-08-02 09	 search/enable-map-layout	5929	14	1.0	5929
2021-08-02 09	 search/remove-ecn-tag	4954	148	1.0	4954
2021-08-02 09	 search/tendency-landing-enabled-MLA	6980	34	0.0	6980
2021-08-02 09	 search/ungroup-products	3273	81	1.0	3273
2021-08-02 09	 search/web-layout-default-res	6806	9	0.0	None
2021-08-02 09	 search/web-layout-default-res	6807	5	0.0	None
2021-08-02 09	 searchbackend/cbt-antiboost	6333	232	5.0	6333
2021-08-02 09	 searchbackend/item-reputation	3824	281	3.0	3824
2021-08-02 09	 searchbackend/official-store-orders-boost	4313	5	0.0	4314
2021-08-02 09	 searchbackend/official-store-orders-boost	4314	2	1.0	4314
2021-08-02 09	 searchbackend/recommended-products	6157	78	0.0	None
2021-08-02 09	 searchbackend/recommended-products	6158	99	2.0	None
2021-08-02 09	 searchbackend/seller-reputation-change	4552	71	1.0	4553
2021-08-02 09	 searchbackend/seller-reputation-change	4553	241	2.0	4553
2021-08-02 09	 vip/carousel-v2p-above-the-fold	6786	97	1.0	None
2021-08-02 09	 vip/carousel-v2p-above-the-fold	6787	73	0.0	None
2021-08-02 09	 vip/seller-with-tooltip	4692	190	2.0	4692
2021-08-02 09	 vip/shippingCalculatorMigrationModalExperiment	6551	183	1.0	None
2021-08-02 09	 vip/showV2V3BoxMessages	6430	148	2.0	None
2021-08-02 09	{buyingflow/user-track	6796	21	0.0	6796
2021-08-02 09	{cookiesConsentBanner	DEFAULT	21	0.0	DEFAULT
2021-08-02 09	{pdp/viewItemPageMigrationDesktopRES	5941	10	0.0	5941
2021-08-02 09	{qadb/sa-on-vip	6695	2	0.0	None
2021-08-02 09	{qadb/sa-on-vip	6696	7	0.0	None
2021-08-02 09	{search/remove-ecn-tag	4954	236	2.0	None
2021-08-02 09	{search/results-target-web-motors	7327	11	0.0	None
2021-08-02 09	{search/results-target-web-motors	7328	30	0.0	None
2021-08-02 09	{searchbackend/recommended-products	6157	83	1.0	None
2021-08-02 09	{searchbackend/recommended-products	6158	105	1.0	None
2021-08-02 09	{vip/showV2V3BoxMessages	6430	63	0.0	6430
2021-08-02 10	 buyingflow/address_hub	3574	9	0.0	3574
2021-08-02 10	 buyingflow/escWebMLA	2874	6	0.0	2874
2021-08-02 10	 cookiesConsentBanner	DEFAULT	444	5.0	DEFAULT
2021-08-02 10	 filters/sort-by-ranking	6971	128	0.0	None
2021-08-02 10	 filters/sort-by-ranking	6972	148	1.0	None
2021-08-02 10	 filters/sort-by-ranking	7057	114	1.0	None
2021-08-02 10	 frontend/assetsCdnDomainMLA	DEFAULT	319	4.0	DEFAULT
2021-08-02 10	 frontend/assetsCdnDomainMLU	DEFAULT	322	2.0	DEFAULT
2021-08-02 10	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	161	1.0	3809
2021-08-02 10	 mclics/search-list-algorithms	5528	163	1.0	5528
2021-08-02 10	 mclics/search-pads-none-desktop-mla	3478	161	2.0	3478
2021-08-02 10	 mclics/search-pads-none-desktop-mla	3479	1	0.0	3478
2021-08-02 10	 mclics/show-pads-global	5175	2	0.0	5176
2021-08-02 10	 mclics/show-pads-global	5176	156	2.0	5176
2021-08-02 10	 mclics/show-pads-search-list	5145	1	0.0	5146
2021-08-02 10	 mclics/show-pads-search-list	5146	171	2.0	5146
2021-08-02 10	 pdp/cpgShowOnlyAddToCart	6690	1	0.0	6690
2021-08-02 10	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	92	5.0	None
2021-08-02 10	 pdp/viewItemPageMigrationReturns	5208	145	4.0	None
2021-08-02 10	 qadb/sa-on-vip	6695	16	0.0	6695
2021-08-02 10	 qadb/sa-on-vip	6696	8	0.0	6695
2021-08-02 10	 search/back-filters	5059	340	3.0	5059
2021-08-02 10	 search/best-seller-aa-testing-fail-fast-edition	4514	78	0.0	None
2021-08-02 10	 search/best-seller-aa-testing-fail-fast-edition	4515	100	0.0	None
2021-08-02 10	 search/best-seller-fail-fast-edition-MLA	4916	145	1.0	4916
2021-08-02 10	 search/checkOnBehavior	348	1	0.0	None
2021-08-02 10	 search/enable-map-layout	5929	6	0.0	5929
2021-08-02 10	 search/remove-ecn-tag	4954	163	0.0	4954
2021-08-02 10	 search/tendency-landing-enabled-MLA	6980	44	0.0	6980
2021-08-02 10	 search/ungroup-products	3273	99	3.0	3273
2021-08-02 10	 search/web-layout-default-res	6806	3	0.0	None
2021-08-02 10	 search/web-layout-default-res	6807	2	0.0	None
2021-08-02 10	 searchbackend/cbt-antiboost	6333	275	3.0	6333
2021-08-02 10	 searchbackend/item-reputation	3824	325	6.0	3824
2021-08-02 10	 searchbackend/official-store-orders-boost	4313	4	0.0	4314
2021-08-02 10	 searchbackend/official-store-orders-boost	4314	6	1.0	4314
2021-08-02 10	 searchbackend/recommended-products	6157	81	1.0	None
2021-08-02 10	 searchbackend/recommended-products	6158	116	2.0	None
2021-08-02 10	 searchbackend/seller-reputation-change	4552	85	1.0	4553
2021-08-02 10	 searchbackend/seller-reputation-change	4553	282	1.0	4553
2021-08-02 10	 vip/carousel-v2p-above-the-fold	6786	106	0.0	None
2021-08-02 10	 vip/carousel-v2p-above-the-fold	6787	89	2.0	None
2021-08-02 10	 vip/seller-with-tooltip	4692	238	2.0	4692
2021-08-02 10	 vip/shippingCalculatorMigrationModalExperiment	6551	202	4.0	None
2021-08-02 10	 vip/showV2V3BoxMessages	6430	190	5.0	None
2021-08-02 10	{buyingflow/user-track	6796	14	0.0	6796
2021-08-02 10	{cookiesConsentBanner	DEFAULT	40	0.0	DEFAULT
2021-08-02 10	{pdp/viewItemPageMigrationDesktopRES	5941	13	0.0	5941
2021-08-02 10	{qadb/sa-on-vip	6695	7	1.0	None
2021-08-02 10	{qadb/sa-on-vip	6696	12	0.0	None
2021-08-02 10	{search/remove-ecn-tag	4954	276	1.0	None
2021-08-02 10	{search/results-target-web-motors	7327	15	0.0	None
2021-08-02 10	{search/results-target-web-motors	7328	36	0.0	None
2021-08-02 10	{searchbackend/recommended-products	6157	102	3.0	None
2021-08-02 10	{searchbackend/recommended-products	6158	118	2.0	None
2021-08-02 10	{vip/showV2V3BoxMessages	6430	62	0.0	6430
2021-08-02 11	 buyingflow/address_hub	3574	14	1.0	3574
2021-08-02 11	 buyingflow/escWebMLA	2874	11	0.0	2874
2021-08-02 11	 cookiesConsentBanner	DEFAULT	463	8.0	DEFAULT
2021-08-02 11	 filters/sort-by-ranking	6971	108	0.0	None
2021-08-02 11	 filters/sort-by-ranking	6972	132	1.0	None
2021-08-02 11	 filters/sort-by-ranking	7057	123	0.0	None
2021-08-02 11	 frontend/assetsCdnDomainMLA	DEFAULT	341	5.0	DEFAULT
2021-08-02 11	 frontend/assetsCdnDomainMLU	DEFAULT	330	6.0	DEFAULT
2021-08-02 11	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	134	2.0	3809
2021-08-02 11	 mclics/search-list-algorithms	5528	140	0.0	5528
2021-08-02 11	 mclics/search-pads-none-desktop-mla	3478	149	4.0	3478
2021-08-02 11	 mclics/search-pads-none-desktop-mla	3479	3	0.0	3478
2021-08-02 11	 mclics/show-pads-global	5175	1	0.0	5176
2021-08-02 11	 mclics/show-pads-global	5176	140	3.0	5176
